Date,INR,GBP,EUR,JPY,CNY,CHF,CAD,BTC,XRP,ETH
"Jan 17, 2018",0.0156531267,1.3826999999,1.2186000001,0.0089863408,0.1554170617,1.0355182769,0.8041170794,11082,1.32,1024.69
"Jan 16, 2018",0.0156201187,1.3793000001,1.2261000001,0.0090538705,0.1551831161,1.0421008754,0.8041817451,11072,1.14263,1050.26
"Jan 15, 2018",0.0157443124,1.3792000001,1.2263,0.009046499,0.1553494586,1.0383137784,0.8045699574,13575,1.655,1278.69
"Jan 14, 2018",0.0157207986,1.3729,1.2186999999,0.0090057637,0.1547748027,1.0328444536,0.8027614996,13558,1.82,1359.48
"Jan 13, 2018",0.0157207986,1.3729,1.2186999999,0.0090057637,0.1547748027,1.0328444536,0.8027614996,14191,1.99,1385.02
"Jan 12, 2018",0.0157207986,1.3729,1.2186999999,0.0090057637,0.1547748027,1.0328444536,0.8027614996,13783,2.013,1261.03
"Jan 11, 2018",0.015701052,1.3538,1.2032,0.008988764,0.1539456264,1.0246951532,0.7987858455,13266,1.93,1139.32
"Jan 10, 2018",0.0157158573,1.3507,1.1947,0.0089734386,0.1536546765,1.022181335,0.7970032677,14896,1.92,1248.99
"Jan 09, 2018",0.015705984,1.354,1.1937,0.0088762649,0.1531463926,1.0168802115,0.8023106547,14423,2.04055,1289.24
"Jan 08, 2018",0.015754234,1.3568,1.1966999999,0.0088425148,0.1538532548,1.0234367004,0.8050881572,14930,2.4,1136.11
"Jan 07, 2018",0.0157878118,1.3571,1.2030000001,0.0088432968,0.1541140752,1.0254306809,0.8058667096,16196,2.77,1117.75
"Jan 06, 2018",0.0157878118,1.3571,1.2030000001,0.0088432968,0.1541140752,1.0254306809,0.8058667096,17161,2.65,1006.41
"Jan 05, 2018",0.0157878118,1.3571,1.2030000001,0.0088432968,0.1541140752,1.0254306809,0.8058667096,16917,2.5,967.13
"Jan 04, 2018",0.0157728707,1.3553,1.2068,0.0088691796,0.1540025256,1.0260619741,0.8008328662,15160,2.73,944.83
"Jan 03, 2018",0.0157467916,1.3516000001,1.2014000001,0.0088888889,0.1537751807,1.0234367004,0.7978299027,15155,2.72,941.1
"Jan 02, 2018",0.0157579578,1.3588000001,1.2059,0.0089047195,0.1540025256,1.0292301359,0.7991688644,14709.8,2.19,861.97
"Jan 01, 2018",0.0157035176,1.3502999999,1.201,0.0088762649,0.1536900993,1.0261672653,0.7971938776,13354,2.03,756.2
"Dec 31, 2017",0.0156641604,1.3514999999,1.1998,0.0088739019,0.1536900993,1.026272578,0.7949757532,13800,1.97,741.13
"Dec 30, 2017",0.0156641604,1.3514999999,1.1998,0.0088739019,0.1536900993,1.026272578,0.7949757532,12377,1.83,692.99
"Dec 29, 2017",0.0156641604,1.3514999999,1.1998,0.0088739019,0.1536900993,1.026272578,0.7949757532,14317,1.92,739.6
"Dec 28, 2017",0.0156054931,1.3442999999,1.1943,0.0088581805,0.1530596627,1.0218679747,0.7956082425,14315,1.24,716.69
"Dec 27, 2017",0.015595758,1.3397,1.1888,0.0088214538,0.1525134212,1.0138902971,0.7902015014,15374,1.21,739.94
"Dec 26, 2017",0.0156128025,1.3373999999,1.1859,0.0088315817,0.1527813851,1.0110201193,0.7880220646,15679,1.07,753.4
"Dec 25, 2017",0.0156201187,1.3369,1.1869,0.0088276836,0.1529122131,1.0115314586,0.7856076675,13623,0.972,723.14
"Dec 24, 2017",0.0156201187,1.3362000001,1.1859,0.008828463,0.1520357588,1.0108157283,0.7853608733,13476,0.9718,675.91
"Dec 23, 2017",0.0156201187,1.3362000001,1.1859,0.008828463,0.1520357588,1.0108157283,0.7853608733,14035,0.9856,700.44
"Dec 22, 2017",0.0156201187,1.3362000001,1.1859,0.008828463,0.1520357588,1.0108157283,0.7853608733,13170,0.988,657.83
"Dec 21, 2017",0.0156201187,1.3385000001,1.1873,0.0088237889,0.1518672073,1.0116337886,0.7850525985,15666.8,1.09,789.39
"Dec 20, 2017",0.0155969742,1.3376,1.1871000001,0.0088191199,0.1520103367,1.0130685847,0.7790588969,16425,0.7149,799.17
"Dec 19, 2017",0.0156103653,1.3385000001,1.184,0.0088581805,0.1514073311,1.015434606,0.7765180929,17345,0.7316,812.5
"Dec 18, 2017",0.0155738981,1.3382000001,1.1782,0.00888494,0.1511395925,1.0144045445,0.7774840616,18934,0.7568,785.99
"Dec 17, 2017",0.0156054931,1.3321,1.1754,0.0088825724,0.1512996641,1.0095911156,0.7774840616,18971,0.712,717.71
"Dec 16, 2017",0.0156054931,1.3321,1.1754,0.0088825724,0.1512996641,1.0095911156,0.7774840616,19187,0.74,692.83
"Dec 15, 2017",0.0156054931,1.3321,1.1754,0.0088825724,0.1512996641,1.0095911156,0.7774840616,17522,0.7374,684.27
"Dec 14, 2017",0.0155424308,1.3432,1.1778000001,0.0088975888,0.151297375,1.0109179135,0.7814942169,16383,0.817,693.58
"Dec 13, 2017",0.0155134967,1.3419999999,1.1826,0.00888494,0.1511167528,1.0146103896,0.7803355443,16181,0.451,699.09
"Dec 12, 2017",0.0155255395,1.3317000001,1.1742,0.0088066931,0.1510231821,1.0083694666,0.7774840616,16967,0.3474,656.52
"Dec 11, 2017",0.0155388082,1.3339,1.1768,0.0088059176,0.1510893542,1.0081661458,0.7778469197,16754,0.245,513.29
"Dec 10, 2017",0.0155086849,1.3392,1.1763999999,0.0088121255,0.1510300248,1.0070493454,0.7785130401,14997,0.2278,436.49
"Dec 09, 2017",0.0155086849,1.3392,1.1763999999,0.0088121255,0.1510300248,1.0070493454,0.7785130401,14660,0.2365,472.86
"Dec 08, 2017",0.0155086849,1.3392,1.1763999999,0.0088121255,0.1510300248,1.0070493454,0.7785130401,15869,0.2329,451.74
"Dec 07, 2017",0.0154870683,1.3474,1.1773,0.0088432968,0.1510733763,1.0056315366,0.7781495603,16601,0.2024,421.15
"Dec 06, 2017",0.0154966682,1.3394000001,1.1796,0.0089047195,0.1511761505,1.0102030508,0.7818608288,13527,0.2169,422.48
"Dec 05, 2017",0.015537601,1.3442999999,1.1826,0.0088817835,0.1510779411,1.0127607859,0.7881462799,11595,0.2336,453.96
"Dec 04, 2017",0.0155327742,1.3479,1.1866,0.0088952144,0.1510642476,1.0152284264,0.7892659826,11595,0.2462,466.93
"Dec 03, 2017",0.0154990701,1.3473,1.1891,0.0089198109,0.1511167528,1.0239606799,0.7884569897,11157,0.2448,462.81
"Dec 02, 2017",0.0154990701,1.3473,1.1891,0.0089198109,0.1511167528,1.0239606799,0.7884569897,10881,0.2448,457.96
"Dec 01, 2017",0.0154990701,1.3473,1.1891,0.0089198109,0.1511167528,1.0239606799,0.7884569897,10869,0.244,461.58
"Nov 30, 2017",0.01550628,1.3526,1.1904000001,0.0088865192,0.1512218727,1.0166734445,0.7754342432,9907,0.2372,434.85
"Nov 29, 2017",0.015537601,1.3409,1.1847,0.0089341553,0.1512996641,1.0156408694,0.7773027594,9749.4,0.235,427.42
"Nov 28, 2017",0.0155255395,1.3338000001,1.1841,0.0089702189,0.1513408802,1.0160536476,0.7802746567,9898,0.2795,466.27
"Nov 27, 2017",0.0155094065,1.3318,1.1897999999,0.0090017103,0.1515863512,1.0187449063,0.7831466834,9728.8,0.2478,475.24
"Nov 26, 2017",0.0154607297,1.3337,1.193,0.0089645899,0.1514646633,1.0206164523,0.7864726701,9316,0.2449,470.54
"Nov 25, 2017",0.0154607297,1.3337,1.193,0.0089645899,0.1514646633,1.0206164523,0.7864726701,8766.2,0.2533,464.61
"Nov 24, 2017",0.0154607297,1.3337,1.193,0.0089645899,0.1514646633,1.0206164523,0.7864726701,8191.6,0.245,470.43
"Nov 23, 2017",0.0154870683,1.331,1.1851,0.0089911886,0.1518948887,1.0187449063,0.7865963974,7977.1,0.2409,406.57
"Nov 22, 2017",0.0154130703,1.3326,1.1822,0.0089911886,0.1512813531,1.018433649,0.787835815,8230.1,0.24,380.84
"Nov 21, 2017",0.0154130703,1.3239,1.1738,0.0088936322,0.150838663,1.0085728694,0.7825950853,8097.3,0.2329,360.52
"Nov 20, 2017",0.0153609831,1.3234999999,1.1731999999,0.0088794175,0.1507159005,1.0064412238,0.7800312012,8245.1,0.24,367.71
"Nov 19, 2017",0.0153810659,1.3214,1.1794999999,0.0089221984,0.1509046735,1.0115314586,0.7835148476,8054.2,0.2325,354.6
"Nov 18, 2017",0.0153810659,1.3214,1.1794999999,0.0089221984,0.1509046735,1.0115314586,0.7835148476,7773.3,0.227,346.65
"Nov 17, 2017",0.0153810659,1.3214,1.1794999999,0.0089221984,0.1509046735,1.0115314586,0.7835148476,7677.9,0.2245,331.72
"Nov 16, 2017",0.0153151084,1.3195,1.1770000001,0.0088448611,0.1508136396,1.0059350166,0.7838833582,7864.2,0.2273,330.32
"Nov 15, 2017",0.0153209744,1.3171,1.1791999999,0.0088589653,0.1509775798,1.0118385106,0.7835148476,7278.3,0.2087,331.2
"Nov 14, 2017",0.0152881822,1.3165,1.1797999999,0.0088144557,0.1506863764,1.0107135638,0.785484251,6579.2,0.2041,334.72
"Nov 13, 2017",0.0152811736,1.3116,1.1667000001,0.0088012674,0.1505910699,1.0036130068,0.7853608733,6474.6,0.2,314.6
"Nov 12, 2017",0.015339776,1.3191,1.1665,0.0088082445,0.1505706628,1.0042177144,0.788519161,5822.1,0.1932,306.02
"Nov 11, 2017",0.015339776,1.3191,1.1665,0.0088082445,0.1505706628,1.0042177144,0.788519161,6300.7,0.2092,314.23
"Nov 10, 2017",0.015339776,1.3191,1.1665,0.0088082445,0.1505706628,1.0042177144,0.788519161,6542.2,0.203,296.86
"Nov 09, 2017",0.0153905348,1.3151,1.1641999999,0.0088129021,0.1505956056,1.0060362173,0.7884569897,7126.2,0.2124,319.66
"Nov 08, 2017",0.0154035736,1.3116,1.1595,0.0087811732,0.1508750754,0.99990001,0.7857311228,7442.4,0.2161,307.35
"Nov 07, 2017",0.0153704273,1.3167,1.1586,0.0087703912,0.1506024096,1,0.782840144,7103.3,0.2057,291.84
"Nov 06, 2017",0.0154738878,1.3172000001,1.161,0.0087950748,0.1507431638,1.0025062657,0.7871536524,6955,0.2011,296.82
"Nov 05, 2017",0.0154894672,1.3076,1.1609,0.0087657784,0.1506250941,0.9993004897,0.7835148476,7382,0.1995,296.23
"Nov 04, 2017",0.0154894672,1.3076,1.1609,0.0087657784,0.1506250941,0.9993004897,0.7835148476,7369,0.2018,300.04
"Nov 03, 2017",0.0154894672,1.3076,1.1609,0.0087657784,0.1506250941,0.9993004897,0.7835148476,7278.4,0.205,304.51
"Nov 02, 2017",0.0154858691,1.3059,1.1658,0.0087650101,0.1513111108,1.0007004903,0.7807620237,7019.9,0.2,284.92
"Nov 01, 2017",0.0154882676,1.3246,1.1619,0.0087588684,0.1514486059,0.9967108542,0.7771215418,6727.3,0.1911,289.42
"Oct 31, 2017",0.0154440154,1.3282999999,1.1646000001,0.0087997184,0.1507181721,1.0023053022,0.7760360081,6458.3,0.198,303.64
"Oct 30, 2017",0.015417823,1.3208000001,1.1651,0.0088347027,0.1504551268,1.0056315366,0.7794232268,6125.3,0.202,306.8
"Oct 29, 2017",0.0153751538,1.3129,1.161,0.0087958484,0.1503442884,1.0023053022,0.7808229874,6156,0.2012,304.04
"Oct 28, 2017",0.0153751538,1.3129,1.161,0.0087958484,0.1503442884,1.0023053022,0.7808229874,5720.6,0.1979,293.35
"Oct 27, 2017",0.0153751538,1.3129,1.161,0.0087958484,0.1503442884,1.0023053022,0.7808229874,5759.6,0.1995,296.36
"Oct 26, 2017",0.0154225787,1.3159999999,1.165,0.008773469,0.1505434619,1.0023053022,0.7783918425,5890,0.202,295.54
"Oct 25, 2017",0.0154023874,1.3264,1.1813,0.0087912088,0.1506250941,1.0104071941,0.7814942169,5720,0.2014,296.35
"Oct 24, 2017",0.0153633431,1.3135999999,1.1761,0.0087796313,0.1506977305,1.0089799213,0.7889546351,5509.5,0.2032,296.5
"Oct 23, 2017",0.0153791735,1.3197,1.1749,0.0088152327,0.1506024096,1.0152284264,0.7903888713,5906.9,0.1917,285.27
"Oct 22, 2017",0.0153751538,1.319,1.1785,0.0088090204,0.1510459935,1.0159504216,0.7920164739,5980.5,0.2003,294.03
"Oct 21, 2017",0.0153751538,1.319,1.1785,0.0088090204,0.1510459935,1.0159504216,0.7920164739,6005.1,0.2099,299.55
"Oct 20, 2017",0.0153751538,1.319,1.1785,0.0088090204,0.1510459935,1.0159504216,0.7920164739,5984.5,0.2088,303.08
"Oct 19, 2017",0.0153857989,1.3158999999,1.1851999999,0.00888494,0.1511692945,1.0242753252,0.8008970046,5694,0.2143,307.41
"Oct 18, 2017",0.0153716086,1.3205,1.1787,0.0088542589,0.1508887346,1.0187449063,0.8021175904,5565,0.2167,313.54
"Oct 17, 2017",0.0153775181,1.3191,1.1766,0.008912656,0.1509775798,1.0220768602,0.7987220447,5597.1,0.2298,316.14
"Oct 16, 2017",0.0154559505,1.3250000001,1.1797000001,0.0089134504,0.151747371,1.0251153255,0.7988496565,5764.4,0.2578,334.23
"Oct 15, 2017",0.0154559505,1.3287,1.1823,0.0089397461,0.1519849231,1.0261672653,0.8020532563,5698.6,0.266,336.58
"Oct 14, 2017",0.0154559505,1.3287,1.1823,0.0089397461,0.1519849231,1.0261672653,0.8020532563,5835,0.2556,338.81
"Oct 13, 2017",0.0154559505,1.3287,1.1823,0.0089397461,0.1519849231,1.0261672653,0.8020532563,5636.8,0.2603,336.83
"Oct 12, 2017",0.0153704273,1.3262000001,1.183,0.0089063057,0.1517911354,1.0252204224,0.8016674683,5428.5,0.2455,302.89
"Oct 11, 2017",0.0153468386,1.3223000001,1.1859,0.0088888889,0.1517404631,1.0272213662,0.8025682183,4824.9,0.2623,302.86
"Oct 10, 2017",0.0153256705,1.3204,1.1805999999,0.0088928413,0.152172259,1.0255358425,0.7990411506,4777,0.2583,298.46
"Oct 09, 2017",0.0153010481,1.3142,1.1740999999,0.0088754771,0.1509320051,1.0206164523,0.7968762451,4782.3,0.2505,296.95
"Oct 08, 2017",0.0152905199,1.3066,1.1734000001,0.0088778409,0.1502990952,1.0224948875,0.7977026165,4613.1,0.281,309.49
"Oct 07, 2017",0.0152905199,1.3066,1.1734000001,0.0088778409,0.1502990952,1.0224948875,0.7977026165,4436,0.2405,311.26
"Oct 06, 2017",0.0152905199,1.3066,1.1734000001,0.0088778409,0.1502990952,1.0224948875,0.7977026165,4371,0.2331,308.33
"Oct 05, 2017",0.0153503722,1.3119,1.1711,0.0088636767,0.1502990952,1.022181335,0.7958615201,4315.4,0.2371,294.99
"Oct 04, 2017",0.0153775181,1.3245,1.1759999999,0.0088691796,0.1502990952,1.0255358425,0.8017317406,4215.1,0.2148,291.68
"Oct 03, 2017",0.0152706727,1.3236,1.1744,0.0088605352,0.1502990952,1.0269049086,0.800768738,4311.1,0.203,291.81
"Oct 02, 2017",0.0153115909,1.3277,1.1731999999,0.0088676066,0.1502990952,1.0260619741,0.7994244144,4400.1,0.2033,296.81
"Oct 01, 2017",0.0153115909,1.3397,1.1814,0.0088896791,0.1502990952,1.0328444536,0.8019246191,4404.3,0.2089,303.95
"Sep 30, 2017",0.0153115909,1.3397,1.1814,0.0088896791,0.1502990952,1.0328444536,0.8019246191,4367,0.199,302.77
"Sep 29, 2017",0.0153115909,1.3397,1.1814,0.0088896791,0.1502990952,1.0328444536,0.8019246191,4169.9,0.197,292.58
"Sep 28, 2017",0.0152741714,1.3442000001,1.1785999999,0.0089015489,0.150060024,1.0308215648,0.8047642041,4190,0.2022,302.77
"Sep 27, 2017",0.0152172259,1.3386999999,1.1744,0.0088628911,0.1505457283,1.028700751,0.8016674683,4205.4,0.2101,309.97
"Sep 26, 2017",0.0152765047,1.3458,1.1793,0.0089102735,0.1506001416,1.0320982558,0.8099133393,3879.1,0.1889,288.64
"Sep 25, 2017",0.0153546148,1.3467000001,1.1848,0.0089501477,0.1510300248,1.0346611485,0.8083420904,3930,0.1838,294.89
"Sep 24, 2017",0.0154332896,1.3493,1.1954,0.0089301661,0.1517197433,1.0317787866,0.8105041336,3652.8,0.1749,282.6
"Sep 23, 2017",0.0154332896,1.3493,1.1954,0.0089301661,0.1517197433,1.0317787866,0.8105041336,3779.6,0.1793,286.14
"Sep 22, 2017",0.0154332896,1.3493,1.1954,0.0089301661,0.1517197433,1.0317787866,0.8105041336,3598.5,0.1729,262.94
"Sep 21, 2017",0.0154297176,1.3579000001,1.1941,0.0088912599,0.151747371,1.0300782859,0.811227387,3603.4,0.171,257.77
"Sep 20, 2017",0.0155537928,1.3494000001,1.1893,0.0089110675,0.152093568,1.0310341272,0.8116224332,3873.2,0.1816,283.56
"Sep 19, 2017",0.0155520995,1.3509,1.1994000001,0.0089613765,0.1518879674,1.0387451958,0.8136696501,3900,0.1846,283
"Sep 18, 2017",0.0155865208,1.3494000001,1.1954,0.0089629829,0.1521120762,1.0400416017,0.8136696501,4084.1,0.1932,297.53
"Sep 17, 2017",0.0155981906,1.3592999999,1.1943,0.0090220137,0.1526111772,1.0417751849,0.8200082001,3666.3,0.1812,258.4
"Sep 16, 2017",0.0155981906,1.3592999999,1.1943,0.0090220137,0.1526111772,1.0417751849,0.8200082001,3685.4,0.182,254.49
"Sep 15, 2017",0.0155981906,1.3592999999,1.1943,0.0090220137,0.1526111772,1.0417751849,0.8200082001,3698,0.1842,259.57
"Sep 14, 2017",0.0155950283,1.3397,1.1919,0.0090719405,0.1525320317,1.0383137784,0.8220979941,3238.1,0.1708,223.14
"Sep 13, 2017",0.015622559,1.3211,1.1886,0.009051412,0.1528350909,1.0370216738,0.8214901832,3849.7,0.198,275.84
"Sep 12, 2017",0.0156174353,1.3284000001,1.1966999999,0.0090768812,0.1530128225,1.0413412475,0.8207485227,4142.9,0.2094,294.1
"Sep 11, 2017",0.0156408853,1.3162999999,1.1952999999,0.0091399324,0.1531463926,1.0458063167,0.8257638315,4203,0.2139,297.95
"Sep 10, 2017",0.0156776672,1.3198,1.2035,0.009272997,0.1542805128,1.0587612493,0.8227743953,4232.1,0.2162,299.21
"Sep 09, 2017",0.0156776672,1.3198,1.2035,0.009272997,0.1542805128,1.0587612493,0.8227743953,4317.9,0.2124,303.79
"Sep 08, 2017",0.0156776672,1.3198,1.2035,0.009272997,0.1542805128,1.0587612493,0.8227743953,4305.8,0.2117,306.72
"Sep 07, 2017",0.0156213387,1.3101,1.2023,0.0092208391,0.1541663455,1.0519671786,0.8255593164,4613.5,0.2265,335.37
"Sep 06, 2017",0.0156103653,1.3043,1.1917,0.009154994,0.1532801962,1.0455876202,0.81799591,4589.1,0.231,338.92
"Sep 05, 2017",0.0155994072,1.3033,1.1914000001,0.0091903318,0.1529332599,1.0467915838,0.808276754,4374.9,0.215,317.94
"Sep 04, 2017",0.0156152405,1.2932,1.1895999999,0.0091124476,0.1531159087,1.0432968179,0.8052826542,4200.4,0.2025,303.7
"Sep 03, 2017",0.0156188989,1.2951,1.1859,0.0090686497,0.1524599412,1.0365916865,0.8067118425,4595,0.23,352.45
"Sep 02, 2017",0.0156188989,1.2951,1.1859,0.0090686497,0.1524599412,1.0365916865,0.8067118425,4534.4,0.2235,351.03
"Sep 01, 2017",0.0156188989,1.2951,1.1859,0.0090686497,0.1524599412,1.0365916865,0.8067118425,4904.9,0.2537,391.42
"Aug 31, 2017",0.0156408853,1.2930999999,1.1909999999,0.0090933891,0.151747371,1.0430791697,0.8011536613,4718.2,0.2588,388.33
"Aug 30, 2017",0.0156274418,1.2926000001,1.1883,0.0090719405,0.151643819,1.0377750104,0.7923302432,4569,0.2316,383.86
"Aug 29, 2017",0.0156213387,1.2920000001,1.1972,0.0091116173,0.151588649,1.0465724751,0.799296619,4587.1,0.2195,372.35
"Aug 28, 2017",0.0156482278,1.2933000001,1.1979,0.0091533181,0.151151015,1.0467915838,0.7994883275,4383.8,0.2253,347.66
"Aug 27, 2017",0.0156237794,1.2886999999,1.1926,0.0091441112,0.150382724,1.0451505017,0.8012178511,4331.8,0.2016,347.88
"Aug 26, 2017",0.0156237794,1.2886999999,1.1926,0.0091441112,0.150382724,1.0451505017,0.8012178511,4341.7,0.2095,332.86
"Aug 25, 2017",0.0156237794,1.2886999999,1.1926,0.0091441112,0.150382724,1.0451505017,0.8012178511,4351.5,0.2159,330.06
"Aug 24, 2017",0.0156140214,1.28,1.1799000001,0.0091274188,0.1501050736,1.0358400663,0.7988496565,4325.2,0.2171,325.28
"Aug 23, 2017",0.0156140214,1.28,1.1807,0.0091717876,0.1501749538,1.0359473739,0.7964954202,4129.1,0.246,317.4
"Aug 22, 2017",0.0156074416,1.2824,1.1762,0.0091265857,0.1500960615,1.0328444536,0.796114959,4074,0.242,313.37
"Aug 21, 2017",0.0155981906,1.2900999999,1.1816,0.0091759956,0.1500240038,1.0397171969,0.796241739,4002.5,0.195,321.85
"Aug 20, 2017",0.015601841,1.2876,1.1762,0.0091583478,0.1498958224,1.0362694301,0.7945336088,4064.3,0.1591,298.2
"Aug 19, 2017",0.015601841,1.2876,1.1762,0.0091583478,0.1498958224,1.0362694301,0.7945336088,4145.1,0.1525,293.02
"Aug 18, 2017",0.015601841,1.2876,1.1762,0.0091583478,0.1498958224,1.0362694301,0.7945336088,4090.2,0.157,292.62
"Aug 17, 2017",0.015583606,1.2869,1.1724,0.0091265857,0.149801513,1.0385294423,0.7887057339,4260,0.158,300.3
"Aug 16, 2017",0.015583606,1.2889999999,1.1770000001,0.0090752337,0.1494410903,1.0353038617,0.7926442613,4386.3,0.1608,301.38
"Aug 15, 2017",0.015595758,1.287,1.1735,0.0090358724,0.1495774437,1.0280662075,0.7838833582,4151.9,0.158,286.52
"Aug 14, 2017",0.0156030582,1.2965,1.178,0.0091207588,0.1499003163,1.028700751,0.7861017216,4319.5,0.1677,299.16
"Aug 13, 2017",0.0155908949,1.3012,1.1821,0.0091583478,0.1500442631,1.039609107,0.7884569897,4053.3,0.1661,296.62
"Aug 12, 2017",0.0155908949,1.3012,1.1821,0.0091583478,0.1500442631,1.039609107,0.7884569897,3865.5,0.1719,308.02
"Aug 11, 2017",0.0155908949,1.3012,1.1821,0.0091583478,0.1500442631,1.039609107,0.7884569897,3644.1,0.1775,309.32
"Aug 10, 2017",0.015601841,1.2975000001,1.1772000001,0.0091558323,0.1504324934,1.0388531062,0.7846829881,3407.9,0.1808,298.28
"Aug 09, 2017",0.0156592546,1.3005,1.1759000001,0.0090843023,0.1498374264,1.0376673239,0.7874015748,3339.9,0.1834,295.28
"Aug 08, 2017",0.0157005589,1.2991000001,1.175,0.0090653613,0.1491090733,1.026272578,0.7894529091,3415,0.1959,296.51
"Aug 07, 2017",0.0156641604,1.3035,1.1796,0.0090293454,0.1487785283,1.0276436132,0.7885813422,3396.7,0.179,269.94
"Aug 06, 2017",0.0157047507,1.3036,1.1772000001,0.0090342398,0.1486127004,1.0278548669,0.7903888713,3227.9,0.1803,264.56
"Aug 05, 2017",0.0157047507,1.3036,1.1772000001,0.0090342398,0.1486127004,1.0278548669,0.7903888713,3256.4,0.184,253.09
"Aug 04, 2017",0.0157047507,1.3036,1.1772000001,0.0090342398,0.1486127004,1.0278548669,0.7903888713,2860,0.1736,220.6
"Aug 03, 2017",0.015697355,1.3139000001,1.1869999999,0.0090867787,0.1488782027,1.0325245225,0.7945336088,2790.3,0.1746,224.39
"Aug 02, 2017",0.0157146225,1.3223000001,1.1856,0.0090309762,0.1487674616,1.0300782859,0.7958615201,2702,0.1704,218.12
"Aug 01, 2017",0.015601841,1.3203,1.1802,0.0090612541,0.1488516098,1.0355182769,0.7977026165,2731.2,0.1786,225.9
"Jul 31, 2017",0.015576324,1.3214,1.1842,0.0090702948,0.1486657251,1.0345541072,0.8013462617,2856,0.163,201.33
"Jul 30, 2017",0.0155969742,1.3135,1.1752,0.0090358724,0.1484252085,1.0322047894,0.8042464211,2749,0.1636,196.78
"Jul 29, 2017",0.0155969742,1.3135,1.1752,0.0090358724,0.1484252085,1.0322047894,0.8042464211,2714.1,0.1706,206.14
"Jul 28, 2017",0.0155969742,1.3135,1.1752,0.0090358724,0.1484252085,1.0322047894,0.8042464211,2784.8,0.1626,191.21
"Jul 27, 2017",0.0155945419,1.3067000001,1.1677,0.008988764,0.1483019428,1.0363768266,0.7966223214,2664.9,0.1726,202.93
"Jul 26, 2017",0.0155388082,1.3121000001,1.1734000001,0.0089952325,0.1480626009,1.0517458982,0.8035355564,2525.7,0.1726,202.88
"Jul 25, 2017",0.0155315679,1.3026,1.1652,0.0089373492,0.1481240094,1.0498687664,0.7994244144,2560.9,0.1745,203.59
"Jul 24, 2017",0.015529156,1.3029,1.1641999999,0.00900009,0.1481240094,1.0564124234,0.7994244144,2769.7,0.1925,225.48
"Jul 23, 2017",0.0155315679,1.2994999999,1.1663,0.0089992801,0.1477781554,1.0574177858,0.7975117633,2747.5,0.1968,228.32
"Jul 22, 2017",0.0155315679,1.2994999999,1.1663,0.0089992801,0.1477781554,1.0574177858,0.7975117633,2845.7,0.1979,230.47
"Jul 21, 2017",0.0155315679,1.2994999999,1.1663,0.0089992801,0.1477781554,1.0574177858,0.7975117633,2664,0.1836,216.33
"Jul 20, 2017",0.0155339806,1.2973999999,1.1631,0.0089357519,0.1479399364,1.0511931042,0.7942811755,2856.3,0.191,226.33
"Jul 19, 2017",0.015559359,1.3018,1.1516,0.0089309637,0.1481064589,1.0464629552,0.7932730446,2253.1,0.1615,194.41
"Jul 18, 2017",0.0155482306,1.3040000001,1.1555,0.0089221984,0.1482293998,1.047339757,0.7918910358,2302.1,0.1771,227.09
"Jul 17, 2017",0.0155412231,1.3055000001,1.1479000001,0.0088778409,0.1477104874,1.0387451958,0.7875255946,2219,0.1728,189.97
"Jul 16, 2017",0.0155221657,1.3095999999,1.1469,0.0088865192,0.1475840491,1.0378827193,0.7909515147,1924.9,0.1468,155.42
"Jul 15, 2017",0.0155221657,1.3095999999,1.1469,0.0088865192,0.1475840491,1.0378827193,0.7909515147,1978.6,0.1724,169.1
"Jul 14, 2017",0.0155221657,1.3095999999,1.1469,0.0088865192,0.1475840491,1.0378827193,0.7909515147,2205.1,0.1825,197.14
"Jul 13, 2017",0.0155134967,1.2938999999,1.1398999999,0.0088276836,0.1474165254,1.0339123242,0.7860399308,2329,0.1888,205.41
"Jul 12, 2017",0.0155098876,1.2885000001,1.1411999999,0.0088370449,0.147325309,1.0359473739,0.7843137255,2374.4,0.1959,224.15
"Jul 11, 2017",0.0154882676,1.2849000001,1.1466999999,0.0087765491,0.1470047777,1.0376673239,0.7743534149,2282.1,0.1753,190.55
"Jul 10, 2017",0.0155098876,1.2879,1.1399999999,0.008768853,0.1469810101,1.0355182769,0.7757350089,2318.3,0.1839,205.76
"Jul 09, 2017",0.0154738878,1.2892,1.1400999999,0.0087804021,0.146931339,1.0373443983,0.7766387077,2478,0.2235,237.72
"Jul 08, 2017",0.0154738878,1.2892,1.1400999999,0.0087804021,0.146931339,1.0373443983,0.7766387077,2542,0.23,245.67
"Jul 07, 2017",0.0154738878,1.2892,1.1400999999,0.0087804021,0.146931339,1.0373443983,0.7766387077,2479.3,0.2284,240.94
"Jul 06, 2017",0.0154499807,1.2970999999,1.1422999999,0.0088323618,0.1470263912,1.0410160316,0.7705347511,2593.1,0.2488,265.88
"Jul 05, 2017",0.0154320988,1.2935,1.1353,0.008828463,0.1470263912,1.0373443983,0.7717835919,2598.5,0.249,266
"Jul 04, 2017",0.0154344806,1.2920000001,1.1345,0.0088276836,0.1470436867,1.0356255178,0.7729767334,2582.6,0.247,269.05
"Jul 03, 2017",0.0154213895,1.2937,1.1364,0.0088191199,0.1470436867,1.0378827193,0.7687576876,2524,0.2524,276.41
"Jul 02, 2017",0.0154750851,1.3027,1.1426,0.0088983805,0.1474730493,1.043514557,0.771307366,2445,0.2462,283.99
